winner,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2
Chas Skelly,0,1,42,33,0,1,0,1
Zach Makovsky,8,1,21,43,0,0,6,1
James Moontasri,1,0,32,12,1,0,0,0
Ronda Rousey,0,0,0,0,1,0,0,0
Holly Holm,0,0,44,40,0,0,0,0
Jake Ellenberger,1,0,15,7,1,0,0,1
Alan Jouban,0,0,12,10,0,0,0,0
Tony Ferguson,1,0,11,2,2,0,1,0
Roan Carneiro,2,0,1,0,1,0,0,0
Roman Salazar,0,0,16,19,0,0,1,0
Tim Means,0,0,23,7,0,0,0,0
Demian Maia,14,0,36,25,2,0,5,0
Erick Silva,0,0,14,4,1,0,0,0
Derrick Lewis,2,1,53,7,0,1,0,1
Valmir Lazaro,0,0,87,87,0,0,0,0
Masio Fullen,0,0,41,37,0,0,1,2
Leonardo Santos,2,0,12,14,1,0,1,0
Amanda Nunes,0,0,15,1,0,0,0,0
Gilbert Burns,2,0,17,29,2,0,2,0
Godofredo Pepey,0,0,1,1,1,0,0,0
Frank Mir,0,0,10,1,0,0,0,0
Michael Johnson,0,0,38,31,0,0,1,0
Sam Alvey,0,0,4,13,0,0,0,0
Adriano Martins,3,0,12,18,0,0,3,0
Rafael Dos Anjos,5,0,90,54,0,0,9,0
Joanna Jedrzejczyk,0,0,53,4,0,0,0,1
Johny Hendricks,5,0,36,23,0,0,9,0
Alistair Overeem,0,0,62,23,0,0,0,0
Francisco Trinaldo,0,0,39,34,0,0,3,0
Kevin Souza,0,0,5,1,0,0,0,0
Leandro Silva,2,0,25,22,1,0,2,0
Leonardo Mafra,9,0,94,44,0,0,5,0
Christos Giagos,4,0,18,0,1,0,1,0
Frankie Saenz,1,3,44,31,0,0,3,2
Santiago Ponzinibbio,0,0,50,44,0,0,1,2
Marion Reneau,0,0,6,6,1,0,0,0
Matt Dwyer,0,0,13,8,0,0,0,0
Henry Cejudo,7,0,50,22,1,0,6,0
Ross Pearson,0,0,25,23,0,0,0,0
Elias Theodorou,0,0,39,16,0,0,2,0
Beneil Dariush,4,0,27,17,2,0,1,0
Jared Rosholt,2,0,22,9,0,0,2,0
Ryan Benoit,0,1,28,39,0,0,1,1
Fredy Serrano,1,0,20,15,0,0,2,0
Mike de la Torre,0,0,16,7,0,0,0,0
Douglas Silva de Andrade,2,0,39,30,0,0,0,0
Ivan Jorge,4,1,25,22,1,0,3,0
Joe Duffy,0,0,15,6,0,0,0,0
Germaine de Randamie,0,0,29,8,0,0,0,0
Stipe Miocic,5,0,113,33,0,0,6,0
Robert Whittaker,0,0,10,2,0,0,0,0
Sean O'Connell,0,0,20,3,0,0,0,0
James Vick,1,0,10,4,1,0,0,1
Dan Hooker,0,1,21,32,0,0,0,2
Kyle Noke,1,2,31,23,0,2,0,2
Sam Alvey,0,0,8,2,0,0,0,0
Bec Rawlings,2,1,21,7,1,0,0,1
Bradley Scott,2,0,42,25,1,1,1,1
Alex Chambers,0,1,44,81,2,0,2,2
Brendan O'Reilly,2,1,42,59,1,1,6,1
Ben Nguyen,0,0,27,15,0,0,0,1
Frankie Edgar,2,0,83,48,0,0,5,0
Gegard Mousasi,6,0,56,9,0,0,4,0
Mark Munoz,3,0,35,42,0,0,9,1
Carlos Condit,5,0,75,34,0,1,2,0
Neil Magny,6,0,43,15,0,0,2,0
Phillipe Nover,0,3,12,29,0,1,6,2
Charles Oliveira,2,5,64,37,2,1,1,2
Alex Oliveira,2,0,3,7,1,0,3,0
Francimar Barroso,0,0,46,35,0,0,0,0
Levan Makashvili,4,0,27,32,0,0,7,0
Jon Tuck,2,0,13,12,1,0,0,1
Kajan Johnson,1,1,20,20,1,0,3,1
Francisco Trinaldo,0,2,66,25,0,0,0,4
Darren Till,1,0,25,22,0,0,0,0
Rony Jason,0,0,5,5,1,0,0,3
Jingliang Li,0,0,13,6,0,0,0,0
Ning Guangyou,0,0,46,18,0,0,2,0
Jon Delos Reyes,3,3,23,27,3,0,1,2
Jussier Formiga,4,0,21,28,0,0,4,0
Nicolas Dalby,1,0,41,57,0,0,6,0
Mirsad Bektic,2,0,39,7,0,0,3,0
Yao Zhikui,0,0,9,52,0,0,1,0
Juliana Lima,0,0,41,13,0,0,3,0
Tom Breese,1,0,26,21,0,0,0,0
Fabricio Werdum,0,1,96,88,1,0,1,4
Eddie Alvarez,0,0,31,37,0,0,3,0
Kelvin Gastelum,2,0,59,18,0,0,1,0
Yair Rodriguez,1,4,56,39,2,0,1,5
Tecia Torres,4,0,32,27,0,0,2,0
Henry Cejudo,0,0,62,48,0,0,1,0
Efrain Escudero,0,0,1,0,1,0,0,0
Patrick Williams,0,0,2,0,1,0,0,0
Johnny Case,6,1,40,34,0,0,4,0
Cathal Pendred,3,0,17,21,0,0,4,0
Gabriel Benitez,1,3,60,34,1,0,0,6
Daniel Cormier,4,0,23,23,3,0,3,1
Chris Weidman,2,0,46,18,0,0,1,0
Donald Cerrone,0,0,71,72,0,0,0,0
Andrei Arlovski,0,0,51,15,0,0,0,0
Joseph Benavidez,8,0,63,42,0,0,4,0
John Dodson,1,0,31,37,0,0,2,0
Dong Hyun Kim,2,0,30,20,1,0,1,0
Rafael Natal,2,0,45,43,0,0,1,1
Yoel Romero,1,0,42,31,0,0,1,0
Lorenz Larkin,1,0,64,33,0,0,0,0
Colby Covington,2,2,26,16,0,2,2,0
Islam Makhachev,3,0,32,7,1,0,3,0
Justin Scoggins,0,0,64,35,0,0,1,1
Antonio Carlos Junior,4,0,40,12,1,0,4,0
Thiago Santos,0,0,3,0,0,0,0,0
Hacran Dias,1,1,17,37,1,0,3,2
Dan Henderson,0,0,12,3,0,0,0,0
Ben Rothwell,0,0,5,8,1,0,0,0
Dustin Poirier,1,0,27,6,1,0,1,0
Alex Oliveira,6,1,11,23,2,0,5,0
Leandro Silva,3,2,28,21,0,0,3,2
Tony Sims,0,0,10,9,0,0,0,0
Joanna Jedrzejczyk,0,0,126,25,0,0,0,0
Tatsuya Kawajiri,5,0,22,22,0,1,4,0
Brian Ortega,2,4,41,39,1,0,0,6
Anthony Birchak,0,0,16,1,0,0,0,0
Francisco Rivera,0,0,5,0,0,0,0,0
Sirwan Kakai,1,0,52,59,0,0,5,0
Peter Sobotta,2,0,6,3,1,0,2,0
Nick Hein,1,0,54,26,0,0,1,0
Makwan Amirkhani,1,0,0,1,2,0,1,0
Mairbek Taisumov,0,0,23,17,0,0,0,0
Arnold Allen,0,2,23,35,1,0,1,2
Shawn Jordan,5,0,23,6,0,0,3,0
Omari Akhmedov,0,0,15,2,0,0,0,0
Chris Wade,3,1,32,28,0,0,4,0
Joe Proctor,0,0,67,63,3,0,0,2
Jake Collier,0,1,67,47,0,0,0,3
Jose Quinonez,3,0,2,3,2,0,1,0
Noad Lahat,4,4,62,11,1,1,1,4
Scott Askham,0,0,11,11,0,0,0,0
Magomed Mustafaev,0,0,18,29,0,0,0,2
Taylor Lapilus,0,0,31,16,0,0,0,1
Conor McGregor,0,2,46,31,0,0,0,4
Robbie Lawler,0,0,70,86,0,0,0,0
Jeremy Stephens,0,1,38,35,0,0,0,1
Gunnar Nelson,3,0,6,8,1,0,0,0
Thomas Almeida,0,0,24,20,0,0,0,0
Matt Brown,0,0,25,16,1,0,1,0
Alex Garcia,5,0,24,19,0,0,5,0
John Howard,0,0,48,45,0,1,0,0
Cody Garbrandt,3,0,64,35,0,0,3,0
Louis Smolka,9,0,23,21,5,3,6,0
Cody Pfister,5,0,15,26,0,1,5,0
Frank Mir,0,0,16,9,0,0,0,0
Tony Ferguson,0,0,83,33,2,0,0,1
Holly Holm,0,0,65,26,0,0,1,0
Manvel Gamburyan,0,0,42,36,2,0,5,1
Kevin Lee,1,0,9,6,1,0,1,0
Alan Jouban,0,0,51,29,0,0,1,0
Sam Sicilia,2,1,12,18,4,1,2,1
Jessica Andrade,7,1,50,18,0,1,3,0
Rani Yahya,0,0,24,24,2,0,4,0
Sean Strickland,1,0,71,39,2,0,3,0
Kevin Casey,2,2,41,20,0,0,1,0
Lyman Good,1,0,55,20,0,0,0,0
Stephen Thompson,1,0,20,5,0,0,1,0
Kamaru Usman,5,0,15,3,1,0,6,0
Michael Graves,4,0,27,28,0,1,7,0
Jorge Masvidal,0,1,12,7,0,0,0,1
Michelle Waterson,9,0,47,8,4,1,3,1
Maximo Blanco,0,0,4,1,0,0,0,0
Josh Samman,1,0,12,3,1,0,0,0
Jerrod Sanders,8,6,15,13,3,3,3,1
Trevor Smith,2,0,51,25,0,1,1,0
George Sullivan,2,4,54,13,3,0,2,5
Willie Gates,0,0,19,4,0,0,0,0
TJ Dillashaw,0,0,117,62,0,0,0,0
Miesha Tate,3,0,58,56,2,0,1,0
Edson Barboza,0,0,64,47,0,0,0,0
Joe Lauzon,1,0,15,7,0,0,1,0
Tom Lawlor,0,0,22,31,0,0,0,1
Jim Miller,2,2,45,35,0,0,2,0
Ben Saunders,0,1,98,91,0,0,0,2
Bryan Caraway,0,0,61,52,0,0,0,0
James Krause,1,0,10,6,1,0,1,0
Andrew Holbrook,0,5,20,29,2,0,0,6
Elizabeth Phillips,6,1,49,36,1,3,2,2
Zak Cummings,0,0,14,2,0,0,0,0
Michael Bisping,0,0,115,79,0,0,0,1
Evan Dunham,2,0,26,16,1,0,5,0
Joe Duffy,0,0,8,7,1,0,0,0
Glover Teixeira,11,2,53,30,1,0,5,0
Ronda Rousey,0,0,19,9,0,0,0,0
Joanne Calderwood,2,0,90,57,0,0,3,0
Leon Edwards,2,0,36,24,0,0,0,0
Stevie Ray,0,0,19,23,0,0,0,0
Beneil Dariush,0,0,75,84,0,0,0,0
Derek Brunson,0,0,27,4,0,0,0,0
Jared Rosholt,3,0,19,26,1,0,2,3
Amanda Nunes,1,0,27,2,1,0,0,0
Max Holloway,0,0,14,5,0,0,0,0
Neil Magny,3,2,68,29,0,0,4,3
Patrick Cote,1,1,60,45,0,0,0,1
Mauricio Rua,2,0,53,63,0,1,2,0
Glaico Franca,3,1,23,20,1,0,4,2
Reginaldo Vieira,1,1,59,46,2,3,0,3
Stefan Struve,0,1,93,59,0,0,0,1
Paddy Holohan,4,2,28,27,2,1,1,0
Ilir Latifi,0,0,7,2,0,0,0,0
Mickael Lebout,3,9,43,35,0,1,0,3
Rob Whiteford,1,0,20,11,0,0,0,0
Jimmie Rivera,0,0,15,9,0,0,0,0
Daniel Omielanczuk,0,0,15,1,0,0,0,0
Ray Borg,19,1,26,7,2,0,3,0
Uriah Hall,0,0,11,7,0,0,1,0
Chris Camozzi,3,0,87,82,2,0,3,1
Dustin Ortiz,7,0,92,13,1,0,4,0
Frankie Saenz,0,0,80,55,1,0,1,3
Jonathan Wilson,0,0,4,0,0,0,0,0
Marlon Vera,0,0,25,14,2,0,0,1
Francisco Trinaldo,2,0,17,8,0,0,0,0
Olivier Aubin-Mercier,4,0,3,23,0,1,6,0
Valerie Letourneau,1,0,69,55,0,0,1,0
Frankie Perez,1,0,12,2,0,0,0,0
Felipe Arantes,0,2,4,5,1,0,0,2
Nikita Krylov,2,0,21,5,1,2,0,0
Chris Kelades,1,5,50,47,0,0,1,2
Antonio Silva,0,1,16,19,0,0,0,1
Claudia Gadelha,3,0,111,70,0,0,4,0
Demian Maia,10,0,13,0,1,0,2,0
Patrick Cummins,1,0,49,23,0,0,8,0
Warlley Alves,3,0,17,17,1,0,2,0
Iuri Alcantara,4,4,53,26,0,0,0,1
Vitor Miranda,2,1,57,15,0,0,1,1
Scott Holtzman,2,0,71,31,1,0,1,0
Shane Campbell,1,3,44,22,0,0,2,2
Misha Cirkunov,5,1,24,6,0,0,3,0
Guido Cannetti,2,0,32,13,0,0,4,1
Demetrious Johnson,0,0,88,58,0,0,4,1
Andrei Arlovski,0,1,39,24,0,0,0,1
Anthony Johnson,1,0,25,8,0,0,2,0
Corey Anderson,6,1,84,20,0,1,4,1
Paige VanZant,3,0,73,30,1,1,3,0
Ross Pearson,0,0,62,60,0,0,1,0
John Lineker,0,0,28,16,1,0,0,0
Raquel Pennington,1,0,41,41,1,1,2,4
Tiago Trator,6,0,52,84,1,0,1,1
Joe Riggs,2,1,35,24,0,0,2,0
Joaquim Silva,0,0,49,58,0,0,0,1
Josh Barnett,0,2,146,60,0,0,0,4
Uriah Hall,0,7,18,17,1,1,0,1
Kyoji Horiguchi,0,0,78,63,0,0,0,0
Takeya Mizugaki,0,0,70,47,0,0,0,0
Diego Brandao,0,0,14,1,0,0,0,0
Mizuto Hirota,0,0,62,88,0,0,2,0
Keita Nakamura,1,1,40,79,1,0,0,1
Nick Hein,0,0,46,44,0,0,0,1
Kajan Johnson,0,1,57,21,0,0,0,1
Shinsho Anzai,2,0,23,28,0,1,2,0
Daniel Cormier,2,0,140,120,0,0,1,1
Ryan Bader,0,0,52,25,0,0,1,0
Ruslan Magomedov,0,0,71,20,0,0,0,1
Joseph Benavidez,0,0,48,31,0,0,0,0
Julianna Pena,6,3,34,30,3,1,3,1
Yair Rodriguez,2,0,52,19,0,0,2,1
Albert Tumenov,0,0,19,17,0,0,0,0
Adriano Martins,0,0,3,4,0,0,0,0
Rose Namajunas,2,0,13,12,1,0,1,0
Sage Northcutt,1,0,21,1,0,0,1,0
Sergio Pettis,6,3,37,37,0,1,3,0
Derrick Lewis,5,4,41,8,0,0,0,5
Holly Holm,0,0,38,17,0,0,1,0
Joanna Jedrzejczyk,0,0,220,103,0,0,0,1
Mark Hunt,0,0,12,9,0,0,0,0
Louis Smolka,2,4,59,16,2,0,0,4
Norman Parke,1,0,47,33,0,0,1,1
Nicolas Dalby,2,0,84,49,0,0,2,0
Robert Whittaker,6,0,67,45,0,0,1,0
Jared Rosholt,7,1,16,33,0,0,4,1
Jake Matthews,0,1,62,21,0,0,1,0
Kyle Noke,0,0,23,2,0,0,0,0
Neil Seery,0,2,38,25,2,0,2,3
Stevie Ray,0,0,48,27,0,0,1,0
Aisling Daly,2,2,59,19,0,0,2,1
Krzysztof Jotko,4,0,38,22,0,1,2,0
Gian Villante,0,0,19,6,0,0,0,0
Danny Martinez,3,2,54,63,0,0,9,3
Daniel Kelly,8,0,63,77,0,0,5,0
Richard Walsh,0,1,93,38,0,0,0,3
Tom Breese,0,0,23,5,0,0,0,0
Darren Elkins,6,0,40,23,2,0,7,1
Garreth McLellan,3,5,97,8,1,0,2,3
James Moontasri,0,1,11,17,0,0,0,1
Ben Nguyen,2,0,11,1,2,0,0,0
Rafael Dos Anjos,0,0,26,4,0,0,0,0
Alistair Overeem,0,0,32,22,0,0,0,0
Nate Diaz,0,0,153,103,0,0,0,1
Karolina Kowalkiewicz,2,1,66,34,0,0,0,1
Charles Oliveira,2,0,5,5,1,0,1,0
Nate Marquardt,0,0,16,15,0,0,0,0
Valentina Shevchenko,1,2,32,27,0,0,4,1
Tamdan McCrory,5,2,39,10,1,0,2,2
Nik Lentz,1,2,59,57,2,0,3,2
Cole Miller,0,0,28,25,0,0,0,0
Kamaru Usman,3,0,48,26,0,0,6,0
Vicente Luque,0,0,12,15,1,0,0,0
Francis Ngannou,0,1,25,5,0,0,0,1
Conor McGregor,0,0,5,1,0,0,0,0
Luke Rockhold,5,4,126,48,1,0,2,3
Yoel Romero,0,2,46,30,0,0,0,1
Demian Maia,5,2,47,2,1,0,2,1
Max Holloway,4,0,57,47,0,0,1,0
Urijah Faber,1,0,75,66,0,0,2,0
Tecia Torres,1,0,77,29,0,0,0,0
Warlley Alves,0,1,2,2,1,0,0,1
Rose Namajunas,14,0,57,10,4,0,8,0
Michael Chiesa,3,1,13,7,1,1,2,0
Leonardo Santos,1,0,32,10,0,0,1,0
Magomed Mustafaev,0,0,18,9,0,0,0,0
Yancy Medeiros,0,0,80,114,0,0,0,0
Sage Northcutt,2,1,8,5,1,0,2,2
Thiago Santos,0,0,52,28,0,0,1,1
Tim Means,0,0,37,20,0,0,0,3
Court McGee,0,0,58,23,0,1,2,0
Sergio Moraes,0,0,21,35,0,0,0,1
Antonio Carlos Junior,0,0,1,0,0,0,0,0
Aljamain Sterling,1,0,23,4,1,0,2,0
Santiago Ponzinibbio,0,0,48,14,0,0,0,2
Danny Roberts,0,0,6,11,1,0,0,1
Zubaira Tukhugov,0,0,21,20,0,0,1,0
Kailin Curran,2,0,21,22,2,0,1,1
Dominick Cruz,0,0,112,109,0,0,4,1
Eddie Alvarez,2,0,42,56,0,0,6,0
Travis Browne,2,0,51,27,0,0,2,0
Francisco Trinaldo,0,0,51,28,0,0,1,2
Patrick Cote,2,0,42,11,1,0,0,1
Ed Herman,0,0,47,27,0,0,0,0
Chris Wade,2,0,5,1,1,0,2,0
Luke Sanders,1,1,26,16,1,1,0,1
Paul Felder,1,0,46,32,3,0,2,3
Ilir Latifi,0,0,2,1,0,0,0,0
Charles Rosa,0,0,92,52,0,0,1,1
Rob Font,0,0,52,15,0,0,1,1
Francimar Barroso,0,0,57,38,0,0,1,0
Robbie Lawler,0,0,92,176,0,0,0,0
Stipe Miocic,0,0,11,7,0,0,0,0
Albert Tumenov,0,0,76,69,0,0,0,0
Brian Ortega,1,1,29,56,2,0,0,2
Abel Trujillo,0,0,4,5,1,0,0,1
Michael McDonald,0,4,5,15,2,1,0,2
Stephen Thompson,0,0,24,7,0,0,0,0
Roy Nelson,0,0,42,36,0,0,0,0
Alex Morono,1,4,43,59,1,0,0,1
Justine Kish,5,2,72,92,0,0,3,1
Drew Dober,5,1,36,38,0,0,5,2
Ovince Saint Preux,1,0,51,10,0,0,1,0
Joseph Benavidez,0,2,66,40,0,0,0,4
Misha Cirkunov,5,0,32,16,1,0,3,0
Dustin Poirier,1,0,72,37,0,1,4,0
Michinori Tanaka,0,2,57,71,0,4,3,1
Sheldon Westcott,2,0,33,1,0,0,1,0
Mike Pyle,0,0,75,50,0,0,1,0
Joshua Burkman,1,0,57,33,0,0,3,0
Derrick Lewis,3,0,14,1,0,0,1,0
Donald Cerrone,2,0,4,14,1,0,1,0
Derek Brunson,0,0,23,0,0,0,0,0
Justin Scoggins,6,0,57,20,0,0,4,1
Diego Rivas,0,6,5,7,0,3,1,1
Mickey Gall,1,0,2,3,1,0,0,0
Alex White,2,0,78,23,0,0,3,0
Cody Garbrandt,0,0,11,11,0,0,0,0
Dennis Bermudez,2,1,61,12,1,0,4,1
Chris Camozzi,0,0,11,0,0,0,0,0
James Krause,3,2,47,82,2,0,2,2
Sean Strickland,2,0,84,23,0,0,1,3
Oluwale Bamgbose,0,0,8,0,0,0,0,0
Anthony Smith,2,2,57,64,0,0,2,0
Nathan Coy,8,0,37,21,0,0,3,3
Ashlee Evans-Smith,0,0,55,53,0,1,1,1
Lauren Murphy,2,0,95,76,0,0,1,0
Shamil Abdurakhimov,0,0,62,40,0,0,0,0
Anthony Johnson,2,0,11,0,0,0,0,0
Ben Rothwell,0,0,35,35,1,0,0,0
Jimmie Rivera,0,0,45,41,0,0,3,0
Bryan Barberena,1,1,26,18,1,0,1,1
Tarec Saffiedine,1,0,54,30,0,0,0,0
Diego Ferreira,4,0,65,49,0,0,0,1
Rafael Natal,4,0,54,16,0,0,4,0
Wilson Reis,7,0,48,45,0,0,9,1
Alexander Yakovlev,3,0,15,14,0,0,2,0
Alex Caceres,0,0,74,36,0,0,1,0
Randy Brown,1,0,48,46,1,0,1,1
Damon Jackson,0,1,44,65,0,0,0,2
Anthony Rocco Martin,2,0,60,87,1,0,2,0
Michael Bisping,0,0,108,75,0,0,0,0
Gegard Mousasi,1,0,81,17,0,0,0,0
Tom Breese,2,4,32,6,1,1,0,3
Mark Hunt,0,0,8,1,0,0,0,0
Brad Pickett,3,0,39,69,0,0,3,2
Makwan Amirkhani,10,2,32,13,0,2,4,0
Neil Magny,5,2,148,60,2,0,1,1
Jake Matthews,2,1,36,35,2,0,0,1
Davey Grant,2,1,72,23,0,0,1,1
Scott Askham,1,1,7,6,0,0,1,1
Arnold Allen,1,0,31,25,0,0,4,0
Daniel Kelly,1,2,37,33,0,0,0,2
Steve Bosse,0,0,5,1,0,0,0,0
Bec Rawlings,1,0,77,92,0,1,1,0
Krzysztof Jotko,1,0,59,45,0,0,2,0
Rustam Khabilov,3,1,33,17,0,0,6,1
Daniel Omielanczuk,0,0,77,38,0,0,0,0
Alan Jouban,0,2,32,8,0,0,0,1
Dan Hooker,1,0,5,4,1,0,0,0
Teemu Packalen,1,0,6,0,1,0,0,0
David Teymur,0,0,38,13,0,0,1,0
Nate Diaz,1,0,77,61,2,0,1,0
Miesha Tate,3,0,40,59,2,0,2,0
Ilir Latifi,1,0,30,23,0,0,3,0
Leslie Smith,0,5,62,31,0,1,0,3
Viscardi Andrade,3,0,38,46,1,0,5,1
Ross Pearson,0,0,52,78,0,0,0,0
Alan Patrick,10,2,25,15,1,1,5,1
Corey Anderson,1,0,55,31,0,0,1,1
Amanda Nunes,4,1,39,28,2,0,2,1
Siyar Bahadurzada,4,0,84,30,1,0,3,1
Nordine Taleb,0,0,26,11,0,0,1,0
Vitor Miranda,0,0,46,23,0,0,0,1
Darren Elkins,4,0,104,27,0,2,7,0
Diego Sanchez,2,1,48,56,0,0,2,0
Jason Saggo,2,0,20,1,0,0,0,1
Teruto Ishihara,1,1,27,16,0,0,0,1
Glover Teixeira,0,0,6,7,0,0,0,0
Rose Namajunas,0,0,46,61,0,0,2,0
Khabib Nurmagomedov,7,0,75,6,0,0,2,0
Cub Swanson,1,0,83,55,0,0,0,0
Michael Chiesa,1,0,11,27,2,0,1,1
Raquel Pennington,0,0,75,66,0,0,0,0
Santiago Ponzinibbio,0,0,38,35,0,0,0,0
Michael Graves,2,0,11,10,1,1,2,0
John Dodson,0,0,16,2,0,0,0,0
Cezar Ferreira,0,0,26,20,0,0,3,0
Elizeu Zaleski dos Santos,2,1,72,36,1,1,0,3
Junior Dos Santos,0,0,157,77,0,0,0,0
Derrick Lewis,0,2,17,5,0,0,0,1
Francis Ngannou,0,1,36,24,0,0,0,2
Alistair Overeem,1,0,23,16,0,0,1,0
Stefan Struve,0,0,13,0,0,0,0,0
Tim Johnson,0,1,45,48,0,0,0,1
Jan Blachowicz,4,3,98,35,0,0,4,0
Maryna Moroz,3,0,35,39,1,2,1,1
Zak Cummings,3,0,56,57,1,0,1,0
Gunnar Nelson,4,0,29,23,1,0,2,0
Germaine de Randamie,1,0,18,6,0,0,0,0
Nikita Krylov,2,0,58,22,1,0,0,2
Karolina Kowalkiewicz,1,0,119,70,0,0,0,0
Alejandro Perez,1,0,48,0,0,1,0,0
Mairbek Taisumov,0,0,25,11,0,0,0,0
Damian Stasiak,3,1,2,0,1,0,2,0
Lucas Martins,0,1,30,45,0,0,0,1
Rustam Khabilov,4,1,50,25,0,0,6,0
Magnus Cedenblad,0,0,21,12,0,0,0,0
Josh Emmett,0,0,54,53,0,0,0,0
Reza Madadi,0,2,27,32,0,0,1,1
Jared Cannonier,1,0,27,13,0,0,0,0
Bojan Velickovic,1,1,45,65,1,0,1,2
Kyoji Horiguchi,6,0,72,40,0,1,6,0
Leon Edwards,7,3,24,3,1,0,2,4
Ulka Sasaki,5,0,7,13,1,0,4,0
Stipe Miocic,0,0,20,15,0,0,0,0
Jacare Souza,4,0,39,4,0,0,1,0
Cris Cyborg,1,0,26,2,0,0,0,0
Mauricio Rua,0,2,48,55,0,0,0,4
Bryan Barberena,0,0,120,79,0,1,0,0
Demian Maia,5,1,17,10,2,0,3,0
Thiago Santos,0,0,16,7,0,0,0,0
Francisco Trinaldo,3,1,117,51,0,0,2,0
John Lineker,4,0,80,40,0,0,1,0
Rogerio Nogueira,0,0,30,12,0,0,0,0
Sergio Moraes,5,1,28,46,1,0,0,0
Renato Moicano,1,0,44,29,0,0,0,3
Cody Garbrandt,0,0,21,10,0,0,0,0
Jeremy Stephens,0,0,55,43,0,0,0,2
Rick Story,0,0,58,32,0,0,0,0
Chris Camozzi,3,0,43,27,0,0,1,1
Lorenz Larkin,0,0,44,48,0,2,1,1
Paul Felder,0,2,41,40,0,0,0,3
Sara McMann,2,0,22,10,1,0,2,0
Abel Trujillo,0,1,35,18,0,1,3,2
Jake Collier,1,1,27,15,0,0,1,1
Erik Koch,4,0,14,16,1,0,2,0
Bryan Caraway,5,1,9,32,0,2,3,1
Adam Milstead,0,0,58,39,0,0,0,0
Michael Bisping,0,0,21,17,0,0,0,0
Dominick Cruz,2,0,87,34,0,0,3,1
Max Holloway,2,0,103,64,2,0,0,0
Dan Henderson,0,2,13,23,0,2,0,2
Dustin Poirier,0,0,36,16,0,0,0,0
Brian Ortega,0,0,62,62,0,0,0,0
Beneil Dariush,0,0,46,9,0,0,0,0
Jessica Andrade,0,0,117,27,0,0,0,0
Alex Caceres,4,4,97,33,0,1,5,3
Sean Strickland,0,0,73,62,0,0,0,0
Henrique da Silva,2,0,81,66,0,0,0,1
Kevin Casey,2,1,59,64,0,0,2,0
Polo Reyes,2,2,135,83,0,0,0,2
Stephen Thompson,0,0,110,61,0,0,0,0
Donald Cerrone,2,0,73,46,1,0,2,0
Steve Bosse,3,1,93,84,0,0,1,0
Olivier Aubin-Mercier,5,1,44,29,1,0,3,0
Joanne Calderwood,1,0,115,80,0,0,3,0
Jason Saggo,2,0,48,47,0,0,1,2
Misha Cirkunov,1,1,44,24,1,0,1,0
Krzysztof Jotko,0,0,4,2,0,0,0,0
Joe Soto,2,0,47,76,2,0,1,0
Elias Theodorou,0,0,37,24,0,0,0,0
Randa Markos,0,0,86,79,1,0,1,1
Colby Covington,6,0,19,16,1,0,5,0
Ali Bagautinov,6,2,90,13,0,2,5,1
Valentina Shevchenko,1,0,87,54,0,0,3,0
Edson Barboza,0,0,56,39,0,0,1,0
Francis Ngannou,0,0,8,3,0,0,0,0
Joanna Jedrzejczyk,0,5,176,63,0,0,1,4
Tyron Woodley,0,0,8,3,0,0,0,0
Karolina Kowalkiewicz,2,1,84,70,0,0,0,2
Felice Herrig,2,0,13,5,1,0,1,0
Eddie Wineland,0,1,42,45,0,0,0,1
Darren Elkins,0,1,33,20,0,2,5,0
Andrew Sanchez,5,0,31,14,0,0,6,0
Tatiana Suarez,0,0,16,1,1,2,3,0
Will Brooks,1,0,80,54,0,0,1,0
Jake Ellenberger,0,0,21,7,0,0,0,0
Erik Perez,1,0,54,55,0,0,2,0
Ryan Benoit,1,4,31,22,0,0,0,5
Kamaru Usman,8,0,41,8,0,0,5,0
Michel Prazeres,4,0,48,14,1,0,7,0
Alex Oliveira,1,0,58,12,0,0,2,0
Dooho Choi,0,0,4,2,0,0,0,2
Joaquim Silva,0,0,6,2,0,0,0,0
Gray Maynard,3,0,30,32,1,1,3,2
Matheus Nicolau,1,0,41,31,0,0,0,0
Nikita Krylov,0,1,60,26,0,0,0,1
Jorge Masvidal,0,0,113,52,0,0,1,2
Anthony Hamilton,0,0,9,1,0,0,0,0
Jason Knight,0,1,76,41,0,0,1,4
Luis Henrique,2,0,20,14,1,0,1,0
Josh Stansbury,5,0,61,47,0,0,0,0
Cezar Ferreira,3,0,30,33,0,1,6,0
Kevin Lee,2,0,24,5,0,0,1,0
Jingliang Li,1,1,6,5,0,0,1,2
Wilson Reis,3,1,4,5,1,0,3,0
Michael Graves,5,1,9,17,0,0,3,1
Damien Brown,1,0,22,17,0,1,0,0
Jon Jones,4,0,105,57,0,0,3,0
Demetrious Johnson,0,0,21,6,0,0,0,1
Edson Barboza,0,0,73,48,0,0,0,0
Robert Whittaker,0,0,89,62,0,0,0,0
Yair Rodriguez,3,0,25,11,0,0,2,1
Sergio Pettis,2,1,61,35,0,0,2,1
Danny Roberts,0,1,60,34,0,0,0,6
Carla Esparza,4,1,28,26,0,0,5,0
James Vick,0,3,94,39,0,0,0,4
Walt Harris,0,0,31,26,0,0,0,0
Marcos Rogerio de Lima,3,0,29,0,1,0,0,0
